date,code,type,maturity_date,days,offer_volume,cut_price,avg_price,yield_cut,yield_avg,demand,placement,revenue,activity,placement_ratio,source_file,source_year,format
2015-07-08,26216RMFS,ОФЗ-ПД,,1407.0,5000.0,86.79,86.8807,11.29,11.29,15960.713,2863.612,2513.69809253,3.1921426,0.5727224,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-07-22,26212RMFS,ОФЗ-ПД,,4564.0,10000.0,77.2111,77.3379,10.6,10.58,11480.187,7473.635,6022.47484728,1.1480187,0.7473635000000001,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-07-22,26214RMFS,ОФЗ-ПД,,1771.0,5000.0,84.65,84.7016,10.79,10.780000000000001,6485.0,2350.0,2010.6729300000002,1.297,0.47,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-07-29,24018RMFS,ОФЗ-ПК,,882.0,10000.0,101.69999999999999,101.83789999999999,14.91,14.84,24256.0,9999.995,10301.0,2.4256,0.9999995,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-08-05,29011RMFS,ОФЗ-ПК,,1638.0,10000.0,101.6,101.6325,14.41,14.399999999999999,10656.628,2528.014,2569.284078,1.0656628000000001,0.2528014,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-08-05,29006RMFS,ОФЗ-ПК,,3465.0,5000.0,102.01,102.01,12.67,12.67,4917.797,313.876,339.23718,0.9835593999999999,0.06277519999999999,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-08-12,24018RMFS,ОФЗ-ПК,,868.0,10000.0,102.0,102.0515,14.729999999999999,14.71,12448.601,6161.944,6396.62199226,1.2448601000000001,0.6161944,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-08-19,29011RMFS,ОФЗ-ПК,,1624.0,5000.0,101.49999999999999,101.5067,14.44,14.44,7199.0,985.0,1005.288325,1.4398,0.197,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-08-19,26216RMFS,ОФЗ-ПД,,1365.0,5000.0,87.3155,87.36699999999999,11.21,11.19,15284.471,4999.997,4451.897828859999,3.0568942,0.9999994000000001,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-02,24018RMFS,ОФЗ-ПК,,847.0,8316.185000000001,101.75,101.78259999999999,14.84,14.82,6353.053,1929.501,2014.7580053400002,0.7639383924239298,0.23201756574679372,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-09,26214RMFS,ОФЗ-ПД,,1722.0,5000.0,81.86099999999999,81.9115,11.81,11.790000000000001,16469.999999999996,5000.0,4181.4732,3.293999999999999,1.0,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-09,29011RMFS,ОФЗ-ПК,,1603.0,5000.0,100.69999999999999,100.76400000000001,14.69,14.67,7730.353,3559.599,3636.02424453,1.5460706,0.7119198,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-16,26215RMFS,ОФЗ-ПД,,2891.0,7807.7519999999995,78.9,78.96039999999999,11.37,11.360000000000001,21579.795,7807.75,6196.4949385,2.763893499691076,0.999999743844323,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-16,24018RMFS,ОФЗ-ПК,,833.0,6386.684,101.55000000000001,101.6358,14.940000000000001,14.89,3405.228,2755.106,2888.9162314900004,0.5331762147618389,0.4313828584598831,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-23,26212RMFS,ОФЗ-ПД,,4501.0,10000.0,74.76,74.9232,11.09,11.06,16571.212,9999.999,7586.914905309999,1.6571212,0.9999998999999999,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-23,29011RMFS,ОФЗ-ПК,,1589.0,5000.0,100.901,100.97259999999999,14.62,14.6,12708.864,5000.0,5145.43049,2.5417728,1.0,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-30,26214RMFS,ОФЗ-ПД,,1701.0,10000.0,83.16,83.2094,11.43,11.42,36336.751,9999.999,8529.542147040002,3.6336750999999996,0.9999998999999999,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-09-30,29006RMFS,ОФЗ-ПК,,3409.0,5000.0,100.89999999999999,101.11479999999999,14.799999999999999,14.760000000000002,10949.992,4999.998,5152.93894312,2.1899984,0.9999995999999999,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-10-07,26212RMFS,ОФЗ-ПД,,4487.0,7765.579,78.9222,79.0826,10.33,10.299999999999999,33255.574,7765.575,6235.72486269,4.282433286687316,0.9999994849064056,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-10-07,29011RMFS,ОФЗ-ПК,,1575.0,10000.0,101.57499999999999,101.58210000000001,14.39,14.39,37384.809,9999.995,10407.10509642,3.7384809000000003,0.9999995,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-10-14,52001RMFS,ОФЗ-ИН,,2863.0,20221.800000000003,95.6,95.6533,3.2800000000000002,3.27,92616.38291097,20221.791911279997,19410.60631752,4.58002665,0.9999995999999998,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-10-21,26214RMFS,ОФЗ-ПД,,1680.0,12500.0,87.07000000000001,87.1677,10.22,10.18,45494.788,11999.993,10761.69491557,3.63958304,0.95999944,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-10-21,24018RMFS,ОФЗ-ПК,,798.0,12500.0,101.69999999999999,101.7141,14.82,14.799999999999999,9391.204,4817.166,5125.599356628,0.75129632,0.38537328000000004,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-10-28,26207RMFS,ОФЗ-ПД,,4116.0,15000.0,88.86,88.97890000000001,10.040000000000001,10.02,51126.746,14999.998,13581.28588922,3.4084497333333332,0.9999998666666666,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-10-28,29006RMFS,ОФЗ-ПК,,3381.0,5000.0,101.481,101.5252,14.680000000000001,14.67,9607.31,5000.0,5229.01095,1.921462,1.0,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-11-11,52001RMFS,ОФЗ-ИН,,2835.0,30507.3,99.15,99.4144,2.76,2.7199999999999998,73213.20321704999,30507.294915450002,30489.454984129996,2.3998584999999997,0.9999998333333334,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-11-18,26207RMFS,ОФЗ-ПД,,4095.0,10000.0,92.4114,92.5012,9.46,9.45,29313.194,9999.998,9453.32135133,2.9313194,0.9999998,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-11-18,29011RMFS,ОФЗ-ПК,,1533.0,5000.0,101.82,101.8413,14.29,14.29,17184.11,4999.999,5299.4619403199995,3.4368220000000003,0.9999998,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-11-25,26214RMFS,ОФЗ-ПД,,1645.0,5000.0,87.11,87.299,10.27,10.209999999999999,7925.0,3525.0,3185.4354,1.585,0.705,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-11-25,24018RMFS,ОФЗ-ПК,,763.0,10000.0,101.30999999999999,101.34559999999999,15.02,15.0,3985.0,1285.0,1381.3185,0.3985,0.1285,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-12-02,26207RMFS,ОФЗ-ПД,,4081.0,7200.0,92.33019999999999,92.4025,9.48,9.47,15335.0,7200.0,6821.817455,2.129861111111111,1.0,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-12-02,29011RMFS,ОФЗ-ПК,,1519.0,7000.0,101.83,101.85,14.29,14.280000000000001,26045.584,7000.0,7458.57,3.7207977142857143,1.0,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-12-09,52001RMFS,ОФЗ-ИН,,2807.0,20415.600000000002,99.2,99.3359,2.7,2.68,19465.80299964,13583.727699120001,13591.189210879998,0.9534768999999998,0.6653602,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-12-16,29006RMFS,ОФЗ-ПК,,3332.0,10000.0,101.64999999999999,101.82770000000001,14.64,14.610000000000001,9185.0,8185.000000000001,8743.6842,0.9185,0.8185000000000001,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-12-16,26214RMFS,ОФЗ-ПД,,1624.0,5000.0,87.12,87.3316,10.31,10.24,18740.0,4999.999,4378.83012635,3.748,0.9999998,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
2015-12-23,29011RMFS,ОФЗ-ПК,,1498.0,6500.0,102.10999999999999,102.1624,14.19,14.17,26565.618,6499.999,7000.07067359,4.087018153846153,0.9999998461538461,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
,,,,,750787.5800000003,,,,,1830821.5231276597,635592.71252585,596520.166122118,2.4385346426850307,0.8465679633723426,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
,,,,,,,,,,,,,,,INTERNET_Auction_Results_rus_2015_23122015.xls,2015,
,,,,,,,,,,,,,,,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-01-13,24018RMFS,ОФЗ-ПК,,714.0,10000.0,101.55000000000001,101.6562,11.379999999999999,11.31,16517.109999999997,9522.916,9724.43696883,1.6517109999999997,0.9522915999999999,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-01-13,26214RMFS,ОФЗ-ПД,,1596.0,7800.0,86.35549999999999,86.54039999999999,10.620000000000001,10.56,17460.237,7800.0,6807.560875,2.238491923076923,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-01-20,26207RMFS,ОФЗ-ПД,,4032.0,8000.0,84.811,85.0496,10.780000000000001,10.74,14818.433,8000.0,7079.08842931,1.852304125,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-01-20,29006RMFS,ОФЗ-ПК,,3297.0,12000.0,102.58,102.635,14.45,14.44,24993.603,12000.0,13082.64,2.08280025,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-01-27,29006RMFS,ОФЗ-ПК,,3290.0,16000.0,102.8,102.86489999999999,14.41,14.39,26928.29,11189.956,12256.34342117,1.683018125,0.69937225,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-01-27,29011RMFS,ОФЗ-ПК,,1463.0,14008.257,102.655,102.69299999999998,14.000000000000002,13.98,40995.475,14008.256,15353.88690908,2.9265221933035637,0.9999999286135313,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-02-03,52001RMFS,ОФЗ-ИН,,2751.0,12082.41339588,99.75,99.87549999999999,2.6599999999999997,2.64,17951.532531,8189.08786632,8269.15775325,1.4857571863185315,0.6777692169606123,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-02-03,26217RMFS,ОФЗ-ПД,,2023.0,15000.0,88.48,88.6589,10.54,10.489999999999998,59937.112,15000.0,13600.92925,3.9958074666666668,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-02-10,26207RMFS,ОФЗ-ПД,,4011.0,10000.0,87.31,87.5434,10.34,10.299999999999999,46158.966,9999.999,9145.14203782,4.6158966,0.9999998999999999,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-02-10,29006RMFS,ОФЗ-ПК,,3276.0,15000.0,103.8505,103.9333,11.959999999999999,11.940000000000001,42150.566,14999.998,15589.99092133,2.810037733333333,0.9999998666666666,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-02-17,26218RMFS,ОФЗ-ПД,,5691.0,20000.0,88.2269,88.4639,10.25,10.22,65252.12600000001,19999.998,18214.383896569998,3.2626063000000007,0.9999998999999999,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-02-17,29011RMFS,ОФЗ-ПК,,1442.0,10000.0,103.84500000000001,103.86500000000001,11.15,10.14,27234.976,10000.0,10432.8,2.7234976,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-02,29006RMFS,ОФЗ-ПК,,3255.0,20000.0,106.8115,106.8537,11.4,11.4,51033.719,19999.998,21512.54184873,2.55168595,0.9999998999999999,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-02,26217RMFS,ОФЗ-ПД,,1995.0,15000.0,92.2222,92.27539999999999,9.569999999999999,9.55,40937.486,14999.999,13862.91455633,2.7291657333333332,0.9999999333333334,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-16,26218RMFS,ОФЗ-ПД,,5663.0,20000.0,93.11,93.4431,9.569999999999999,9.520000000000001,33730.293000000005,19999.998,19340.626250940004,1.6865146500000003,0.9999998999999999,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-16,29011RMFS,ОФЗ-ПК,,1414.0,10000.0,103.73049999999999,103.75559999999999,11.16,11.15,29796.41,10000.0,10514.5636,2.979641,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-23,26207RMFS,ОФЗ-ПД,,3969.0,12000.005,94.8011,94.9225,9.1,9.08,21742.833,12000.003,11484.54527115,1.8119019950408355,0.9999998333334029,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-23,29011RMFS,ОФЗ-ПК,,1407.0,18596.359,103.8,103.9454,11.129999999999999,11.08,15393.0,9263.0,9778.71166,0.8277426780156266,0.4981082587188169,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-30,52001RMFS,ОФЗ-ИН,,2695.0,3948.2598057,101.25,101.3048,2.48,2.4699999999999998,10106.2955028,2014.5217323,2045.6329234399998,2.559683506189183,0.5102302866168248,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-30,26217RMFS,ОФЗ-ПД,,1967.0,13620.961,93.07,93.1598,9.370000000000001,9.34,46956.771,11456.507,10755.22839352,3.447390459454366,0.8410938846385362,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-03-30,24018RMFS,ОФЗ-ПК,,637.0,9333.539999999999,101.89999999999999,101.94099999999999,11.020000000000001,10.99,25059.509,9333.538,9793.495536879998,2.6848879417670037,0.9999997857190307,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-06,26218RMFS,ОФЗ-ПД,,5642.0,20000.0,94.40849999999999,94.5907,9.39,9.370000000000001,26197.543,17402.216,16460.88365309,1.3098771500000002,0.8701108,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-06,29006RMFS,ОФЗ-ПК,,3220.0,10000.0,106.3315,106.39909999999999,11.48,11.469999999999999,19623.5,10000.0,10828.9118725,1.96235,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-13,26217RMFS,ОФЗ-ПД,,1953.0,20000.0,92.7115,92.7388,9.47,9.46,52598.626,20000.0,18749.167,2.6299313,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-13,29011RMFS,ОФЗ-ПК,,1386.0,10000.0,103.8,103.87630000000001,11.110000000000001,11.09,19867.595,7041.563,7477.665171279999,1.9867595,0.7041563,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-20,26207RMFS,ОФЗ-ПД,,3941.0,15000.0,94.14519999999999,94.2345,9.21,9.2,45316.65,15000.0,14346.22745,3.02111,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-20,26217RMFS,ОФЗ-ПД,,1946.0,10000.0,93.25,93.2885,9.33,9.32,44516.788,10000.0,9443.9547,4.4516788,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-27,26207RMFS,ОФЗ-ПД,,3934.0,10000.0,94.15,94.15249999999999,9.21,9.21,46736.68,9999.999,9571.54911787,4.673668,0.9999998999999999,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-04-27,29006RMFS,ОФЗ-ПК,,3199.0,15000.0,106.0,106.1186,11.53,11.51,13050.0,9730.0,10578.2205,0.87,0.6486666666666666,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-05-11,26218RMFS,ОФЗ-ПД,,5607.0,10000.0,97.67,97.6908,8.97,8.97,28948.095,10000.0,9850.5755,2.8948095,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-05-11,26217RMFS,ОФЗ-ПД,,1925.0,20000.0,94.2715,94.3583,9.08,9.049999999999999,43873.131,19999.998,19188.0530312,2.19365655,0.9999998999999999,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-05-18,26207RMFS,ОФЗ-ПД,,3913.0,12765.576,96.25,96.44160000000001,8.88,8.85,21911.473,12765.574,12570.71793647,1.7164500058595087,0.9999998433286521,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-05-18,24018RMFS,ОФЗ-ПК,,588.0,12000.0,102.25,102.32090000000001,10.68,10.63,17834.45,9373.882,10022.1729608,1.4862041666666668,0.7811568333333333,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-05-25,26218RMFS,ОФЗ-ПД,,5593.0,10000.0,98.7111,98.7111,8.84,8.84,31772.239,10000.0,9985.21,3.1772239,1.0,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
2016-05-25,26217RMFS,ОФЗ-ПД,,1911.0,10000.0,93.8575,93.961,9.19,9.17,10646.664,7080.97,6785.7658807,1.0646664000000001,0.708097,INTERNET_Auction_Results_rus_2016_20161230_1.xlsx,2016,
